"GEO_ID","NAME","B05010_001E","B05010_001M","B05010_002E","B05010_002M","B05010_003E","B05010_003M","B05010_004E","B05010_004M","B05010_005E","B05010_005M","B05010_006E","B05010_006M","B05010_007E","B05010_007M","B05010_008E","B05010_008M","B05010_009E","B05010_009M","B05010_010E","B05010_010M","B05010_011E","B05010_011M","B05010_012E","B05010_012M","B05010_013E","B05010_013M","B05010_014E","B05010_014M","B05010_015E","B05010_015M","B05010_016E","B05010_016M","B05010_017E","B05010_017M","B05010_018E","B05010_018M","B05010_019E","B05010_019M","B05010_020E","B05010_020M","B05010_021E","B05010_021M","B05010_022E","B05010_022M","B05010_023E","B05010_023M","B05010_024E","B05010_024M","B05010_025E","B05010_025M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Under 1.00:","Margin of Error!!Total:!!Under 1.00:","Estimate!!Total:!!Under 1.00:!!Living with two parents:","Margin of Error!!Total:!!Under 1.00:!!Living with two parents:","Estimate!!Total:!!Under 1.00:!!Living with two parents:!!Both parents native","Margin of Error!!Total:!!Under 1.00:!!Living with two parents:!!Both parents native","Estimate!!Total:!!Under 1.00:!!Living with two parents:!!Both parents foreign-born","Margin of Error!!Total:!!Under 1.00:!!Living with two parents:!!Both parents foreign-born","Estimate!!Total:!!Under 1.00:!!Living with two parents:!!One native and one foreign-born parent","Margin of Error!!Total:!!Under 1.00:!!Living with two parents:!!One native and one foreign-born parent","Estimate!!Total:!!Under 1.00:!!Living with one parent:","Margin of Error!!Total:!!Under 1.00:!!Living with one parent:","Estimate!!Total:!!Under 1.00:!!Living with one parent:!!Native parent","Margin of Error!!Total:!!Under 1.00:!!Living with one parent:!!Native parent","Estimate!!Total:!!Under 1.00:!!Living with one parent:!!Foreign-born parent","Margin of Error!!Total:!!Under 1.00:!!Living with one parent:!!Foreign-born parent","Estimate!!Total:!!1.00 to 1.99:","Margin of Error!!Total:!!1.00 to 1.99:","Estimate!!Total:!!1.00 to 1.99:!!Living with two parents:","Margin of Error!!Total:!!1.00 to 1.99:!!Living with two parents:","Estimate!!Total:!!1.00 to 1.99:!!Living with two parents:!!Both parents native","Margin of Error!!Total:!!1.00 to 1.99:!!Living with two parents:!!Both parents native","Estimate!!Total:!!1.00 to 1.99:!!Living with two parents:!!Both parents foreign-born","Margin of Error!!Total:!!1.00 to 1.99:!!Living with two parents:!!Both parents foreign-born","Estimate!!Total:!!1.00 to 1.99:!!Living with two parents:!!One native and one foreign-born parent","Margin of Error!!Total:!!1.00 to 1.99:!!Living with two parents:!!One native and one foreign-born parent","Estimate!!Total:!!1.00 to 1.99:!!Living with one parent:","Margin of Error!!Total:!!1.00 to 1.99:!!Living with one parent:","Estimate!!Total:!!1.00 to 1.99:!!Living with one parent:!!Native parent","Margin of Error!!Total:!!1.00 to 1.99:!!Living with one parent:!!Native parent","Estimate!!Total:!!1.00 to 1.99:!!Living with one parent:!!Foreign-born parent","Margin of Error!!Total:!!1.00 to 1.99:!!Living with one parent:!!Foreign-born parent","Estimate!!Total:!!2.00 and over:","Margin of Error!!Total:!!2.00 and over:","Estimate!!Total:!!2.00 and over:!!Living with two parents:","Margin of Error!!Total:!!2.00 and over:!!Living with two parents:","Estimate!!Total:!!2.00 and over:!!Living with two parents:!!Both parents native","Margin of Error!!Total:!!2.00 and over:!!Living with two parents:!!Both parents native","Estimate!!Total:!!2.00 and over:!!Living with two parents:!!Both parents foreign-born","Margin of Error!!Total:!!2.00 and over:!!Living with two parents:!!Both parents foreign-born","Estimate!!Total:!!2.00 and over:!!Living with two parents:!!One native and one foreign-born parent","Margin of Error!!Total:!!2.00 and over:!!Living with two parents:!!One native and one foreign-born parent","Estimate!!Total:!!2.00 and over:!!Living with one parent:","Margin of Error!!Total:!!2.00 and over:!!Living with one parent:","Estimate!!Total:!!2.00 and over:!!Living with one parent:!!Native parent","Margin of Error!!Total:!!2.00 and over:!!Living with one parent:!!Native parent","Estimate!!Total:!!2.00 and over:!!Living with one parent:!!Foreign-born parent","Margin of Error!!Total:!!2.00 and over:!!Living with one parent:!!Foreign-born parent",
"0400000US25","Massachusetts","1310294","2651","147496","4848","35060","2814","11621","1282","19533","2166","3906","851","112436","4980","78828","3895","33608","2986","168899","4710","71727","3287","27619","2164","35911","2066","8197","1129","97172","4025","63924","3233","33248","2230","993899","6256","784982","7124","537241","7106","151685","3279","96056","3408","208917","4106","163816","3998","45101","2082",
"1600000US2500135","Abington CDP, Massachusetts","3701","358","262","289","0","21","0","21","0","21","0","21","262","289","216","275","46","60","504","279","224","223","224","223","0","21","0","21","280","184","216","190","64","91","2935","341","2512","369","1769","412","352","262","391","273","423","246","405","242","18","32",
"1600000US2500530","Acushnet Center CDP, Massachusetts","409","181","92","109","16","30","16","30","0","14","0","14","76","105","76","105","0","14","63","57","31","37","31","37","0","14","0","14","32","39","32","39","0","14","254","129","205","118","112","69","10","17","83","98","49","41","49","41","0","14",
"1600000US2500590","Adams CDP, Massachusetts","757","207","136","110","0","19","0","19","0","19","0","19","136","110","85","78","51","72","107","114","0","19","0","19","0","19","0","19","107","114","107","114","0","19","514","216","294","164","294","164","0","19","0","19","220","150","220","150","0","19",
"1600000US2500840","Agawam Town city, Massachusetts","4732","384","159","111","41","60","27","49","14","36","0","25","118","96","118","96","0","25","890","314","481","279","392","262","89","114","0","25","409","191","347","206","62","74","3683","410","2997","442","2397","386","432","242","168","123","686","257","642","251","44","67",
"1600000US2501185","Amesbury city, Massachusetts","3382","262","251","180","0","21","0","21","0","21","0","21","251","180","119","104","132","146","451","213","225","160","68","100","135","127","22","33","226","162","205","160","21","32","2680","269","2140","309","1883","298","90","125","167","138","540","217","424","196","116","119",
"1600000US2501370","Amherst Town city, Massachusetts","2692","290","469","208","38","58","38","58","0","29","0","29","431","186","382","190","49","81","132","105","72","78","47","68","25","38","0","29","60","69","60","69","0","29","2091","324","1804","340","953","325","295","128","556","330","287","167","146","110","141","132",
"1600000US2501430","Andover CDP, Massachusetts","1524","322","84","87","16","24","0","19","16","24","0","19","68","81","68","81","0","19","62","55","40","48","33","41","7","23","0","19","22","25","10","16","12","19","1378","302","1152","289","962","281","77","55","113","82","226","141","160","110","66","94",
"1600000US2501640","Arlington CDP, Massachusetts","9280","541","179","133","112","101","112","101","0","29","0","29","67","87","0","29","67","87","280","165","154","121","0","29","154","121","0","29","126","108","84","96","42","49","8821","503","7995","520","5164","600","1494","345","1337","320","826","245","722","243","104","71",
"1600000US2502515","Athol CDP, Massachusetts","2103","483","617","298","259","223","135","165","124","147","0","19","358","216","358","216","0","19","215","134","127","93","127","93","0","19","0","19","88","93","88","93","0","19","1271","441","927","414","897","413","0","19","30","46","344","188","344","188","0","19",
"1600000US2502690","Attleboro city, Massachusetts","9950","764","1089","610","92","86","66","74","0","29","26","41","997","600","997","600","0","29","1275","451","774","367","375","273","327","229","72","82","501","318","322","213","179","250","7586","824","5307","725","4207","711","627","295","473","346","2279","679","1905","618","374","260",
"1600000US2503040","Ayer CDP, Massachusetts","480","142","40","50","0","14","0","14","0","14","0","14","40","50","40","50","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","440","140","304","147","153","127","106","82","45","53","136","113","111","112","25","43",
"1600000US2503355","Baldwinville CDP, Massachusetts","829","546","125","194","0","14","0","14","0","14","0","14","125","194","125","194","0","14","421","585","0","14","0","14","0","14","0","14","421","585","421","585","0","14","283","190","235","185","230","185","0","14","5","14","48","43","48","43","0","14",
"1600000US2503690","Barnstable Town city, Massachusetts","8244","719","1027","492","300","185","153","143","73","116","74","79","727","440","284","163","443","408","1112","300","695","284","177","186","384","202","134","104","417","186","112","99","305","161","6105","721","4903","717","3087","714","765","394","1051","567","1202","380","832","290","370","230",
"1600000US2503705","Barre CDP, Massachusetts","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US2504790","Belchertown CDP, Massachusetts","429","185","79","74","0","14","0","14","0","14","0","14","79","74","79","74","0","14","90","103","58","96","58","96","0","14","0","14","32","50","32","50","0","14","260","163","225","157","203","153","0","14","22","34","35","41","35","41","0","14",
"1600000US2504965","Bellingham CDP, Massachusetts","948","250","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","301","226","128","97","128","97","0","19","0","19","173","204","173","204","0","19","647","172","476","147","313","138","80","75","83","75","171","101","171","101","0","19",
"1600000US2505105","Belmont CDP, Massachusetts","6508","406","162","83","7","12","0","25","0","25","7","12","155","82","73","61","82","54","229","119","189","116","41","58","135","105","13","20","40","36","4","7","36","37","6117","437","5484","440","2935","426","1689","257","860","214","633","172","395","141","238","107",
"1600000US2505595","Beverly city, Massachusetts","7564","703","1051","652","92","77","48","55","44","59","0","29","959","665","688","625","271","296","948","234","291","159","157","116","116","106","18","28","657","197","542","150","115","126","5565","538","4516","534","3705","441","379","238","432","193","1049","309","944","299","105","80",
"1600000US2506050","Blandford CDP, Massachusetts","64","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","64","27","53","25","53","25","0","14","0","14","11","11","11","11","0","14",
"1600000US2506170","Bliss Corner CDP, Massachusetts","559","193","21","35","0","19","0","19","0","19","0","19","21","35","21","35","0","19","93","118","66","108","66","108","0","19","0","19","27","44","27","44","0","19","445","170","330","168","243","161","0","19","87","107","115","83","115","83","0","19",
"1600000US2507000","Boston city, Massachusetts","95511","1457","19397","1840","3407","702","264","168","2762","664","381","196","15990","1858","8188","1058","7802","1533","17639","1394","6218","937","906","421","4648","916","664","302","11421","1102","5893","839","5528","863","58475","2084","41631","1931","22569","1521","11623","1371","7439","990","16844","1654","11118","1288","5726","980",
"1600000US2507140","Bourne CDP, Massachusetts","71","121","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","71","121","0","14","0","14","0","14","0","14","71","121","71","121","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US2507385","Boxford CDP, Massachusetts","643","310","24","42","24","42","24","42","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","619","310","575","313","438","287","105","160","32","47","44","50","44","50","0","14",
"1600000US2507740","Braintree Town city, Massachusetts","7815","488","337","153","183","124","77","79","42","69","64","74","154","93","110","70","44","64","656","219","365","127","75","66","242","123","48","42","291","178","225","167","66","84","6822","522","5566","459","3173","547","1534","332","859","242","1256","348","874","338","382","178",
"1600000US2507945","Brewster CDP, Massachusetts","278","156","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","278","156","254","156","220","139","0","14","34","58","24","41","24","41","0","14",
"1600000US2508130","Bridgewater Town city, Massachusetts","4959","383","166","152","12","20","12","20","0","25","0","25","154","150","34","68","120","138","811","353","470","310","385","300","63","95","22","36","341","178","296","174","45","72","3982","506","3253","420","2556","386","563","274","134","125","729","266","683","270","46","42",
"1600000US2509000","Brockton city, Massachusetts","25109","1030","3703","802","738","354","112","154","572","302","54","66","2965","723","1951","538","1014","444","5304","858","2009","637","848","515","786","338","375","214","3295","643","1404","426","1891","491","16102","1192","10073","958","3578","620","4497","839","1998","554","6029","928","2873","637","3156","692",
"1600000US2509070","Brookfield CDP, Massachusetts","176","116","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","176","116","132","124","132","124","0","14","0","14","44","53","44","53","0","14",
"1600000US2509210","Brookline CDP, Massachusetts","11613","766","465","200","170","129","21","34","149","122","0","32","295","128","133","80","162","102","490","299","310","241","92","116","190","202","28","48","180","167","140","162","40","37","10658","745","9350","734","5070","672","2873","562","1407","353","1308","362","937","320","371","240",
"1600000US2509875","Burlington CDP, Massachusetts","4430","406","284","249","12","22","0","25","12","22","0","25","272","245","41","48","231","247","443","283","425","281","110","123","141","214","174","150","18","25","0","25","18","25","3703","480","3263","494","2061","381","655","218","547","362","440","185","380","173","60","77",
"1600000US2510015","Buzzards Bay CDP, Massachusetts","172","82","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","23","25","14","19","14","19","0","14","0","14","9","16","9","16","0","14","149","81","95","60","80","58","15","24","0","14","54","55","54","55","0","14",
"1600000US2511000","Cambridge city, Massachusetts","14021","905","2079","603","1005","402","8","12","910","395","87","67","1074","415","531","277","543","306","1039","323","485","207","130","132","281","160","74","70","554","259","351","240","203","111","10903","795","9309","835","4292","580","2974","549","2043","303","1594","329","1044","264","550","259",
"1600000US2511945","Cedar Crest CDP, Massachusetts","423","193","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","423","193","391","187","391","187","0","14","0","14","32","41","32","41","0","14",
"1600000US2512960","Chatham CDP, Massachusetts","27","43","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","27","43","0","14","0","14","0","14","0","14","27","43","27","43","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US2513205","Chelsea city, Massachusetts","9055","736","2269","596","479","376","90","92","358","351","31","46","1790","545","420","254","1370","505","2666","755","1318","559","19","30","1299","554","0","29","1348","490","620","354","728","313","4120","815","2996","693","470","220","1827","475","699","401","1124","359","399","229","725","247",
"1600000US2513310","Cheshire CDP, Massachusetts","92","77","22","33","22","33","22","33","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","70","73","70","73","70","73","0","14","0","14","0","14","0","14","0","14",
"1600000US2513450","Chester CDP, Massachusetts","214","165","8","10","0","14","0","14","0","14","0","14","8","10","8","10","0","14","21","20","0","14","0","14","0","14","0","14","21","20","21","20","0","14","185","166","185","166","185","166","0","14","0","14","0","14","0","14","0","14",
"1600000US2513660","Chicopee city, Massachusetts","9821","659","2337","611","87","111","34","59","53","95","0","32","2250","609","2069","573","181","197","1737","470","551","381","356","246","170","244","25","39","1186","393","1175","395","11","17","5747","653","3490","585","2772","573","316","177","402","243","2257","526","1980","474","277","198",
"1600000US2514430","Clinton CDP, Massachusetts","999","183","101","109","45","53","19","36","0","19","26","41","56","79","56","79","0","19","228","130","135","111","118","114","17","28","0","19","93","72","80","70","13","21","670","169","494","123","371","133","6","21","117","78","176","108","143","103","33","29",
"1600000US2514570","Cochituate CDP, Massachusetts","1440","183","68","80","68","80","12","19","56","77","0","19","0","19","0","19","0","19","32","57","0","19","0","19","0","19","0","19","32","57","32","57","0","19","1340","183","1189","178","699","162","264","116","226","101","151","92","137","85","14","23",
"1600000US2515340","Cordaville CDP, Massachusetts","871","214","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","871","214","794","202","420","174","272","130","102","83","77","76","77","76","0","14",
"1600000US2516285","Danvers CDP, Massachusetts","4472","400","258","164","13","18","0","25","13","18","0","25","245","161","245","161","0","25","291","185","175","161","92","113","83","116","0","25","116","88","87","74","29","52","3923","379","3443","367","2906","404","283","137","254","183","480","195","432","179","48","80",
"1600000US2516530","Dedham CDP, Massachusetts","4597","365","163","181","0","25","0","25","0","25","0","25","163","181","163","181","0","25","527","261","73","65","33","55","40","39","0","25","454","267","381","266","73","83","3907","366","3274","395","2509","387","327","179","438","192","633","225","619","225","14","15",
"1600000US2516635","Deerfield CDP, Massachusetts","47","79","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","47","79","36","78","36","78","0","14","0","14","11","19","11","19","0","14",
"1600000US2516740","Dennis CDP, Massachusetts","433","209","33","46","0","14","0","14","0","14","0","14","33","46","0","14","33","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","400","211","400","211","101","82","199","199","100","94","0","14","0","14","0","14",
"1600000US2516810","Dennis Port CDP, Massachusetts","347","119","25","40","0","14","0","14","0","14","0","14","25","40","25","40","0","14","85","67","30","49","0","14","30","49","0","14","55","65","47","63","8","13","237","118","201","113","160","116","41","54","0","14","36","36","33","33","3","7",
"1600000US2516840","Devens CDP, Massachusetts","60","60","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","60","60","60","60","51","58","9","14","0","14","0","14","0","14","0","14",
"1600000US2517370","Dover CDP, Massachusetts","470","161","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","470","161","409","150","296","127","74","86","39","35","61","56","19","28","42","51",
"1600000US2517860","Duxbury CDP, Massachusetts","395","185","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","395","185","385","186","298","155","0","14","87","96","10","16","10","16","0","14",
"1600000US2518595","East Brookfield CDP, Massachusetts","171","63","8","14","8","14","8","14","0","14","0","14","0","14","0","14","0","14","5","7","0","14","0","14","0","14","0","14","5","7","5","7","0","14","158","63","112","49","105","48","0","14","7","12","46","29","46","29","0","14",
"1600000US2518840","East Dennis CDP, Massachusetts","162","155","21","31","0","14","0","14","0","14","0","14","21","31","21","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","141","155","141","155","136","156","5","14","0","14","0","14","0","14","0","14",
"1600000US2518875","East Douglas CDP, Massachusetts","590","297","48","75","0","14","0","14","0","14","0","14","48","75","48","75","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","542","292","232","120","232","120","0","14","0","14","310","280","310","280","0","14",
"1600000US2518980","East Falmouth CDP, Massachusetts","421","201","64","79","0","19","0","19","0","19","0","19","64","79","64","79","0","19","27","42","27","42","27","42","0","19","0","19","0","19","0","19","0","19","330","173","257","147","194","135","36","62","27","25","73","62","73","62","0","19",
"1600000US2519365","Easthampton city, Massachusetts","2235","245","33","58","0","21","0","21","0","21","0","21","33","58","33","58","0","21","366","190","150","115","48","62","102","100","0","21","216","141","188","129","28","43","1836","276","1195","274","1108","265","73","77","14","22","641","242","641","242","0","21",
"1600000US2519400","East Harwich CDP, Massachusetts","696","223","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","696","223","543","191","342","210","201","209","0","19","153","125","125","111","28","45",
"1600000US2520310","East Pepperell CDP, Massachusetts","326","127","58","86","0","14","0","14","0","14","0","14","58","86","58","86","0","14","17","29","0","14","0","14","0","14","0","14","17","29","17","29","0","14","251","124","231","119","231","119","0","14","0","14","20","31","20","31","0","14",
"1600000US2520380","East Sandwich CDP, Massachusetts","489","121","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","489","121","446","113","380","113","25","38","41","55","43","61","43","61","0","14",
"1600000US2521115","Edgartown CDP, Massachusetts","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US2521815","Essex CDP, Massachusetts","424","246","35","45","0","14","0","14","0","14","0","14","35","45","35","45","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","389","256","379","259","379","259","0","14","0","14","10","13","3","6","7","10",
"1600000US2521990","Everett city, Massachusetts","10318","951","2405","837","551","278","186","106","365","254","0","32","1854","756","720","541","1134","573","2634","757","1545","548","95","120","1362","536","88","75","1089","403","142","147","947","383","5279","743","3321","597","644","244","2185","478","492","191","1958","462","850","321","1108","389",
"1600000US2523000","Fall River city, Massachusetts","17606","943","4732","804","596","266","273","208","323","178","0","32","4136","794","2735","612","1401","571","4087","805","1401","534","671","455","524","236","206","170","2686","607","2262","551","424","228","8787","965","5011","641","2949","498","1344","408","718","267","3776","787","3205","763","571","304",
"1600000US2523070","Falmouth CDP, Massachusetts","469","255","182","186","182","186","0","14","182","186","0","14","0","14","0","14","0","14","13","23","13","23","13","23","0","14","0","14","0","14","0","14","0","14","274","176","215","170","106","149","102","91","7","14","59","56","59","56","0","14",
"1600000US2523840","Fiskdale CDP, Massachusetts","515","179","17","15","0","14","0","14","0","14","0","14","17","15","17","15","0","14","35","43","23","39","0","14","23","39","0","14","12","20","12","20","0","14","463","174","332","155","307","158","0","14","25","36","131","90","68","63","63","67",
"1600000US2523875","Fitchburg city, Massachusetts","8197","660","1462","402","334","229","272","209","62","98","0","29","1128","356","1118","359","10","20","1934","679","380","211","144","125","236","181","0","29","1554","673","1234","678","320","229","4801","607","2788","481","1873","432","541","256","374","178","2013","460","1630","444","383","188",
"1600000US2524190","Forestdale CDP, Massachusetts","797","223","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","32","52","0","14","0","14","0","14","0","14","32","52","32","52","0","14","765","230","683","227","683","227","0","14","0","14","82","80","82","80","0","14",
"1600000US2524855","Foxborough CDP, Massachusetts","1444","548","279","335","55","89","55","89","0","19","0","19","224","331","224","331","0","19","281","248","202","227","175","224","27","44","0","19","79","110","79","110","0","19","884","365","535","271","484","269","17","28","34","53","349","277","227","203","122","187",
"1600000US2524960","Framingham city, Massachusetts","15039","935","2315","742","688","496","24","35","199","193","465","494","1627","556","611","342","1016","491","2479","532","1128","452","10","16","986","417","132","172","1351","355","248","150","1103","348","10245","878","8506","825","4044","746","3230","761","1232","304","1739","497","1015","353","724","352",
"1600000US2525172","Franklin Town city, Massachusetts","6785","440","335","199","0","29","0","29","0","29","0","29","335","199","181","143","154","165","440","254","264","203","194","192","70","69","0","29","176","142","154","136","22","38","6010","490","5542","472","4430","407","864","335","248","176","468","194","446","185","22","24",
"1600000US2525485","Gardner city, Massachusetts","3484","334","695","313","8","14","8","14","0","25","0","25","687","312","687","312","0","25","593","253","355","213","199","186","71","73","85","93","238","130","238","130","0","25","2196","351","1574","340","1162","362","72","64","340","182","622","231","602","229","20","32",
"1600000US2526150","Gloucester city, Massachusetts","4369","449","538","278","164","199","0","29","27","42","137","194","374","197","348","194","26","38","632","240","242","128","108","94","113","102","21","34","390","220","229","159","161","147","3199","428","2636","364","2081","341","373","200","182","104","563","228","486","220","77","80",
"1600000US2526500","Granby CDP, Massachusetts","253","213","15","24","0","14","0","14","0","14","0","14","15","24","15","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","238","214","238","214","238","214","0","14","0","14","0","14","0","14","0","14",
