"GEO_ID","NAME","B05010_001E","B05010_001M","B05010_002E","B05010_002M","B05010_003E","B05010_003M","B05010_004E","B05010_004M","B05010_005E","B05010_005M","B05010_006E","B05010_006M","B05010_007E","B05010_007M","B05010_008E","B05010_008M","B05010_009E","B05010_009M","B05010_010E","B05010_010M","B05010_011E","B05010_011M","B05010_012E","B05010_012M","B05010_013E","B05010_013M","B05010_014E","B05010_014M","B05010_015E","B05010_015M","B05010_016E","B05010_016M","B05010_017E","B05010_017M","B05010_018E","B05010_018M","B05010_019E","B05010_019M","B05010_020E","B05010_020M","B05010_021E","B05010_021M","B05010_022E","B05010_022M","B05010_023E","B05010_023M","B05010_024E","B05010_024M","B05010_025E","B05010_025M",
"1600000US2526780","Great Barrington CDP, Massachusetts","364","158","63","80","0","14","0","14","0","14","0","14","63","80","0","14","63","80","20","33","20","33","20","33","0","14","0","14","0","14","0","14","0","14","281","169","260","175","260","175","0","14","0","14","21","35","21","35","0","14",
"1600000US2527060","Greenfield city, Massachusetts","2942","278","462","183","143","128","44","59","26","41","73","104","319","140","299","143","20","22","593","201","240","165","219","163","21","20","0","21","353","159","343","159","10","24","1887","278","1234","241","1081","228","44","64","109","71","653","167","653","167","0","21",
"1600000US2527130","Green Harbor CDP, Massachusetts","176","224","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","176","224","176","224","176","224","0","14","0","14","0","14","0","14","0","14",
"1600000US2527445","Groton CDP, Massachusetts","238","132","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","238","132","238","132","124","82","36","42","78","109","0","14","0","14","0","14",
"1600000US2528425","Hanscom AFB CDP, Massachusetts","748","400","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","203","161","144","131","37","58","107","98","0","14","59","85","0","14","59","85","545","415","478","417","202","198","0","14","276","384","67","83","67","83","0","14",
"1600000US2528460","Hanson CDP, Massachusetts","455","138","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","12","19","0","14","0","14","0","14","0","14","12","19","12","19","0","14","443","139","284","129","214","117","0","14","70","95","159","102","159","102","0","14",
"1600000US2529055","Harwich Center CDP, Massachusetts","181","114","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","181","114","181","114","181","114","0","14","0","14","0","14","0","14","0","14",
"1600000US2529090","Harwich Port CDP, Massachusetts","147","78","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","147","78","100","63","76","64","10","15","14","23","47","61","33","50","14","26",
"1600000US2529230","Hatfield CDP, Massachusetts","131","63","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","131","63","131","63","119","61","12","18","0","14","0","14","0","14","0","14",
"1600000US2529405","Haverhill city, Massachusetts","13897","822","2079","532","523","249","54","88","331","213","138","127","1556","496","1138","436","418","308","2680","810","1050","470","524","367","526","295","0","32","1630","663","1306","636","324","211","9138","700","6311","703","4190","583","1010","385","1111","385","2827","445","2172","411","655","284",
"1600000US2530175","Hingham CDP, Massachusetts","1309","303","44","71","0","19","0","19","0","19","0","19","44","71","44","71","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","1265","290","1195","284","1108","277","56","85","31","48","70","59","70","59","0","19",
"1600000US2530420","Holbrook CDP, Massachusetts","2330","450","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","270","281","21","44","0","21","21","44","0","21","249","279","210","273","39","61","2060","460","1669","500","997","386","391","259","281","247","391","213","294","199","97","101",
"1600000US2530630","Holland CDP, Massachusetts","153","66","18","27","18","27","18","27","0","14","0","14","0","14","0","14","0","14","36","32","12","18","12","18","0","14","0","14","24","27","24","27","0","14","99","51","84","50","77","51","0","14","7","11","15","15","15","15","0","14",
"1600000US2530840","Holyoke city, Massachusetts","7716","632","3073","643","158","133","158","133","0","29","0","29","2915","636","2745","622","170","150","1959","514","548","239","414","224","30","65","104","97","1411","492","1411","492","0","29","2684","485","1491","391","1065","313","234","254","192","164","1193","392","1139","387","54","65",
"1600000US2530980","Hopedale CDP, Massachusetts","997","394","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","997","394","826","415","784","419","28","47","14","23","171","138","171","138","0","14",
"1600000US2531050","Hopkinton CDP, Massachusetts","896","373","14","23","14","23","14","23","0","14","0","14","0","14","0","14","0","14","101","149","0","14","0","14","0","14","0","14","101","149","101","149","0","14","781","388","697","401","603","404","64","51","30","36","84","60","56","51","28","44",
"1600000US2531295","Housatonic CDP, Massachusetts","203","116","9","14","0","14","0","14","0","14","0","14","9","14","9","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","194","115","160","108","99","105","0","14","61","51","34","54","34","54","0","14",
"1600000US2531575","Hudson CDP, Massachusetts","2722","375","114","89","18","27","0","21","18","27","0","21","96","84","96","84","0","21","202","125","158","119","42","42","116","116","0","21","44","44","34","41","10","16","2406","406","2076","403","1883","397","128","96","65","59","330","192","312","192","18","29",
"1600000US2531680","Hull CDP, Massachusetts","1088","196","86","60","6","9","6","9","0","21","0","21","80","59","80","59","0","21","86","83","52","76","52","76","0","21","0","21","34","43","34","43","0","21","916","202","775","222","696","216","42","34","37","44","141","90","141","90","0","21",
"1600000US2531750","Huntington CDP, Massachusetts","223","98","128","110","36","52","36","52","0","14","0","14","92","97","92","97","0","14","12","19","12","19","12","19","0","14","0","14","0","14","0","14","0","14","83","47","69","41","58","38","0","14","11","18","14","16","14","16","0","14",
"1600000US2532275","Ipswich CDP, Massachusetts","991","321","29","33","20","30","20","30","0","14","0","14","9","15","0","14","9","15","39","40","20","33","0","14","0","14","20","33","19","21","19","21","0","14","923","326","824","333","788","335","24","29","12","18","99","68","99","68","0","14",
"1600000US2533185","Kingston CDP, Massachusetts","926","341","43","69","0","19","0","19","0","19","0","19","43","69","43","69","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","883","332","649","314","585","314","0","19","64","60","234","211","234","211","0","19",
"1600000US2534550","Lawrence city, Massachusetts","22040","874","5471","1053","781","432","270","307","424","278","87","76","4690","988","1919","898","2771","867","7796","1165","2789","888","422","239","1828","711","539","379","5007","869","1654","581","3353","833","8773","1015","4198","877","970","426","2362","687","866","469","4575","761","2186","512","2389","621",
"1600000US2534620","Lee CDP, Massachusetts","54","85","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","54","85","54","85","54","85","0","14","0","14","0","14","0","14","0","14",
"1600000US2534935","Lenox CDP, Massachusetts","186","159","20","36","0","14","0","14","0","14","0","14","20","36","20","36","0","14","26","42","0","14","0","14","0","14","0","14","26","42","26","42","0","14","140","149","21","41","21","41","0","14","0","14","119","144","93","138","26","44",
"1600000US2535040","Lenox Dale CDP, Massachusetts","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US2535075","Leominster city, Massachusetts","8109","793","802","511","572","467","44","83","422","453","106","108","230","131","161","129","69","86","1379","595","381","231","147","128","182","171","52","67","998","575","641","455","357","352","5928","684","4292","610","2798","476","922","390","572","284","1636","528","1333","510","303","157",
"1600000US2535250","Lexington CDP, Massachusetts","8580","388","377","183","49","48","0","29","49","48","0","29","328","177","52","62","276","169","112","118","79","114","0","29","79","114","0","29","33","39","0","29","33","39","8091","417","7260","618","2452","462","3794","471","1014","272","831","386","516","333","315","157",
"1600000US2536020","Littleton Common CDP, Massachusetts","761","209","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","84","137","0","14","0","14","0","14","0","14","84","137","84","137","0","14","677","174","588","178","380","179","124","87","84","90","89","100","89","100","0","14",
"1600000US2536335","Longmeadow CDP, Massachusetts","3851","326","159","124","0","21","0","21","0","21","0","21","159","124","145","122","14","24","287","268","121","130","0","21","121","130","0","21","166","231","166","231","0","21","3405","384","3080","352","2263","280","590","324","227","126","325","192","257","179","68","78",
"1600000US2537000","Lowell city, Massachusetts","24483","1333","4955","1051","1541","531","480","279","886","467","175","159","3414","898","2301","803","1113","396","5961","1042","2080","504","381","220","1464","459","235","185","3881","894","2439","661","1442","665","13567","1260","8496","1124","3878","828","3356","669","1262","401","5071","829","3574","719","1497","439",
"1600000US2537385","Lunenburg CDP, Massachusetts","533","196","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","20","34","0","14","0","14","0","14","0","14","20","34","20","34","0","14","513","197","285","161","270","162","11","20","4","9","228","164","220","163","8","12",
"1600000US2537490","Lynn city, Massachusetts","22689","1043","4020","1039","946","357","234","289","582","248","130","195","3074","912","1639","757","1435","580","6036","1105","2590","732","298","193","1869","649","423","305","3446","964","1950","782","1496","629","12633","998","7447","925","2476","539","3911","758","1060","357","5186","828","2630","588","2556","590",
"1600000US2537595","Lynnfield CDP, Massachusetts","3632","378","223","191","223","191","64","96","79","108","80","129","0","21","0","21","0","21","175","194","51","80","51","80","0","21","0","21","124","175","124","175","0","21","3234","472","2929","518","2136","408","252","177","541","465","305","156","198","119","107","142",
"1600000US2537735","Madaket CDP, Massachusetts","44","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","44","24","40","24","24","7","0","14","16","21","4","6","4","6","0","14",
"1600000US2537875","Malden city, Massachusetts","11688","870","1457","594","857","469","26","34","831","466","0","32","600","312","262","176","338","230","2934","708","1730","494","132","120","1072","421","526","243","1204","631","467","376","737","453","7297","747","6025","795","1865","497","3103","565","1057","370","1272","379","458","193","814","278",
"1600000US2538230","Mansfield Center CDP, Massachusetts","1481","344","41","56","29","46","0","19","29","46","0","19","12","29","12","29","0","19","411","255","137","199","0","19","137","199","0","19","274","289","0","19","274","289","1029","399","901","395","812","393","48","59","41","52","128","88","128","88","0","19",
"1600000US2538435","Marblehead CDP, Massachusetts","4530","405","137","102","46","60","46","60","0","25","0","25","91","83","91","83","0","25","182","153","83","99","83","99","0","25","0","25","99","110","25","36","74","106","4211","404","3892","431","3257","433","150","118","485","226","319","128","273","124","46","40",
"1600000US2538575","Marion Center CDP, Massachusetts","213","153","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","213","153","158","135","158","135","0","14","0","14","55","68","55","68","0","14",
"1600000US2538715","Marlborough city, Massachusetts","7955","553","799","281","225","134","43","49","182","118","0","29","574","267","364","204","210","165","1587","486","881","374","146","167","715","313","20","42","706","359","240","212","466","307","5569","724","4364","650","2322","575","1466","536","576","318","1205","412","595","298","610","259",
"1600000US2538820","Marshfield CDP, Massachusetts","1359","601","394","535","394","535","394","535","0","19","0","19","0","19","0","19","0","19","24","39","24","39","24","39","0","19","0","19","0","19","0","19","0","19","941","302","599","233","599","233","0","19","0","19","342","239","254","207","88","111",
"1600000US2538960","Marshfield Hills CDP, Massachusetts","300","159","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","300","159","236","149","211","154","0","14","25","39","64","69","64","69","0","14",
"1600000US2539152","Mashpee Neck CDP, Massachusetts","130","98","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","130","98","96","86","96","86","0","14","0","14","34","32","34","32","0","14",
"1600000US2539485","Mattapoisett Center CDP, Massachusetts","490","267","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","48","71","48","71","48","71","0","14","0","14","0","14","0","14","0","14","442","268","274","133","213","129","47","71","14","23","168","249","168","249","0","14",
"1600000US2539660","Maynard CDP, Massachusetts","1806","407","199","171","0","21","0","21","0","21","0","21","199","171","145","147","54","68","59","76","0","21","0","21","0","21","0","21","59","76","59","76","0","21","1548","422","1417","423","1089","443","95","83","233","227","131","87","131","87","0","21",
"1600000US2539730","Medfield CDP, Massachusetts","1514","365","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","137","174","103","166","103","166","0","19","0","19","34","55","34","55","0","19","1377","331","1244","332","994","280","125","132","125","105","133","98","133","98","0","19",
"1600000US2539835","Medford city, Massachusetts","7214","757","550","521","79","68","35","48","44","51","0","32","471","531","431","535","40","62","722","275","362","183","106","92","220","159","36","35","360","193","190","177","170","135","5942","570","4955","503","2730","330","1078","312","1147","339","987","331","728","240","259","233",
"1600000US2540115","Melrose city, Massachusetts","5929","453","115","88","22","43","0","25","22","43","0","25","93","81","47","42","46","68","236","175","169","145","0","25","169","145","0","25","67","86","18","27","49","80","5578","451","5045","481","3250","395","997","382","798","273","533","214","458","199","75","87",
"1600000US2540675","Methuen city, Massachusetts","11004","651","764","338","292","184","21","36","235","166","36","63","472","288","347","235","125","157","1598","524","726","383","66","69","585","352","75","113","872","464","491","261","381","395","8642","664","5813","601","3581","522","1538","488","694","277","2829","575","2210","532","619","200",
"1600000US2540885","Middleborough Center CDP, Massachusetts","1619","258","127","92","0","19","0","19","0","19","0","19","127","92","127","92","0","19","310","176","73","67","38","51","26","37","9","16","237","171","170","157","67","106","1182","265","665","234","522","144","129","174","14","22","517","155","517","155","0","19",
"1600000US2541200","Milford CDP, Massachusetts","5584","540","730","515","389","419","0","25","368","406","21","44","341","300","136","127","205","244","1560","451","730","301","161","157","511","277","58","69","830","323","141","89","689","300","3294","442","2763","449","1286","297","1188","434","289","178","531","185","386","166","145","112",
"1600000US2541410","Millers Falls CDP, Massachusetts","192","116","48","71","0","14","0","14","0","14","0","14","48","71","48","71","0","14","6","6","0","14","0","14","0","14","0","14","6","6","6","6","0","14","138","92","135","92","124","89","0","14","11","12","3","4","3","4","0","14",
"1600000US2541532","Millis-Clicquot CDP, Massachusetts","799","179","108","111","51","74","0","14","51","74","0","14","57","84","57","84","0","14","28","47","0","14","0","14","0","14","0","14","28","47","0","14","28","47","663","152","610","130","475","151","47","47","88","94","53","58","53","58","0","14",
"1600000US2541725","Milton CDP, Massachusetts","7051","435","148","146","0","25","0","25","0","25","0","25","148","146","21","24","127","145","185","161","44","51","28","45","0","25","16","27","141","152","141","152","0","25","6718","440","5645","433","4528","467","340","201","777","243","1073","380","893","368","180","109",
"1600000US2541960","Monomoscoy Island CDP, Massachusetts","34","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","34","36","34","36","34","36","0","14","0","14","0","14","0","14","0","14",
"1600000US2542180","Monson Center CDP, Massachusetts","300","160","55","79","0","14","0","14","0","14","0","14","55","79","55","79","0","14","13","23","0","14","0","14","0","14","0","14","13","23","13","23","0","14","232","147","223","146","223","146","0","14","0","14","9","15","9","15","0","14",
"1600000US2542670","Monument Beach CDP, Massachusetts","576","260","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","576","260","535","263","535","263","0","14","0","14","41","62","41","62","0","14",
"1600000US2543615","Nahant CDP, Massachusetts","354","73","24","39","24","39","24","39","0","14","0","14","0","14","0","14","0","14","15","23","8","14","8","14","0","14","0","14","7","16","7","16","0","14","315","66","218","93","114","61","16","24","88","80","97","77","97","77","0","14",
"1600000US2543755","Nantucket CDP, Massachusetts","1778","420","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","101","75","70","62","57","59","0","21","13","23","31","46","29","45","2","4","1677","424","1369","381","1170","392","139","77","60","67","308","191","154","128","154","149",
"1600000US2544140","Needham CDP, Massachusetts","8809","518","166","101","91","68","50","55","41","60","0","29","75","77","55","71","20","31","402","401","125","93","101","81","24","42","0","29","277","378","238","379","39","44","8241","448","7700","484","5484","610","1155","355","1061","295","541","183","464","172","77","91",
"1600000US2545000","New Bedford city, Massachusetts","22981","1094","5816","944","1219","458","380","200","598","307","241","274","4597","911","3426","805","1171","474","6917","915","2477","633","1207","488","978","324","292","221","4440","859","3463","679","977","498","10248","904","5464","686","3381","585","1254","413","829","316","4784","729","3797","653","987","433",
"1600000US2545245","Newburyport city, Massachusetts","3615","530","94","82","85","81","43","51","0","21","42","56","9","16","9","16","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","3521","535","3115","523","2558","614","10","18","547","280","406","212","396","212","10","16",
"1600000US2545500","New Seabury CDP, Massachusetts","30","47","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","30","47","30","47","30","47","0","14","0","14","0","14","0","14","0","14",
"1600000US2545560","Newton city, Massachusetts","17913","627","274","165","95","98","0","32","95","98","0","32","179","128","59","63","120","104","494","183","178","139","78","68","100","118","0","32","316","138","208","108","108","95","17145","635","15630","646","7371","641","5087","647","3172","480","1515","344","992","261","523","212",
"1600000US2546225","North Adams city, Massachusetts","1880","242","335","226","26","42","26","42","0","21","0","21","309","231","309","231","0","21","483","192","129","122","96","106","33","54","0","21","354","166","186","110","168","117","1062","349","981","350","914","345","0","21","67","58","81","63","81","63","0","21",
"1600000US2546330","Northampton city, Massachusetts","4655","462","738","315","206","199","206","199","0","29","0","29","532","271","518","273","14","41","322","208","170","177","28","47","0","29","142","165","152","105","133","99","19","32","3595","388","2549","380","2216","378","92","76","241","131","1046","324","973","315","73","86",
"1600000US2546598","North Attleborough Town city, Massachusetts","6259","489","203","111","90","71","70","66","20","31","0","29","113","86","113","86","0","29","291","135","123","99","69","78","36","54","18","29","168","103","134","91","34","55","5765","498","4691","515","3850","569","508","221","333","184","1074","359","885","271","189","160",
"1600000US2546785","Northborough CDP, Massachusetts","1262","326","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","49","77","0","19","0","19","0","19","0","19","49","77","49","77","0","19","1213","331","1147","334","939","336","153","100","55","44","66","50","66","50","0","19",
"1600000US2547100","North Brookfield CDP, Massachusetts","551","234","248","278","25","40","0","14","0","14","25","40","223","274","223","274","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","303","153","230","146","230","146","0","14","0","14","73","67","73","67","0","14",
"1600000US2547590","North Eastham CDP, Massachusetts","197","123","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","65","103","0","14","0","14","0","14","0","14","65","103","65","103","0","14","132","76","98","70","76","61","0","14","22","35","34","34","28","33","6","9",
"1600000US2547730","North Falmouth CDP, Massachusetts","678","392","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","141","150","130","148","130","148","0","14","0","14","11","18","0","14","11","18","537","382","522","383","507","388","15","35","0","14","15","22","0","14","15","22",
"1600000US2547800","Northfield CDP, Massachusetts","141","62","20","31","0","14","0","14","0","14","0","14","20","31","20","31","0","14","6","10","0","14","0","14","0","14","0","14","6","10","6","10","0","14","115","58","87","56","87","56","0","14","0","14","28","30","28","30","0","14",
"1600000US2548220","North Lakeville CDP, Massachusetts","797","261","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","102","91","0","14","0","14","0","14","0","14","102","91","102","91","0","14","695","263","535","219","535","219","0","14","0","14","160","161","160","161","0","14",
"1600000US2548710","North Pembroke CDP, Massachusetts","526","326","17","31","0","14","0","14","0","14","0","14","17","31","17","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","509","326","472","325","399","323","49","69","24","44","37","63","37","63","0","14",
"1600000US2548780","North Plymouth CDP, Massachusetts","522","199","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","522","199","484","199","282","121","147","172","55","71","38","45","38","45","0","14",
"1600000US2549165","North Scituate CDP, Massachusetts","1636","257","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","93","110","29","40","29","40","0","19","0","19","64","104","64","104","0","19","1543","235","1378","254","1307","258","0","19","71","77","165","87","87","55","78","86",
"1600000US2549200","North Seekonk CDP, Massachusetts","603","175","15","26","0","14","0","14","0","14","0","14","15","26","15","26","0","14","135","104","15","26","15","26","0","14","0","14","120","102","120","102","0","14","453","182","313","159","175","125","0","14","138","130","140","107","127","104","13","22",
"1600000US2549700","Northwest Harwich CDP, Massachusetts","498","186","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","34","0","14","0","14","0","14","0","14","18","34","18","34","0","14","480","181","324","188","324","188","0","14","0","14","156","82","156","82","0","14",
"1600000US2549710","North Westport CDP, Massachusetts","1019","263","69","119","0","19","0","19","0","19","0","19","69","119","69","119","0","19","53","65","0","19","0","19","0","19","0","19","53","65","53","65","0","19","897","260","757","279","501","258","242","231","14","27","140","96","117","81","23","38",
"1600000US2550005","Norton Center CDP, Massachusetts","209","88","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","42","77","0","14","0","14","0","14","0","14","42","77","42","77","0","14","167","102","167","102","156","102","0","14","11","15","0","14","0","14","0","14",
"1600000US2550285","Norwood CDP, Massachusetts","6129","505","782","389","65","60","13","21","52","58","0","29","717","390","439","290","278","232","696","389","321","248","127","111","194","203","0","29","375","229","200","157","175","165","4651","557","4019","543","2861","525","789","179","369","166","632","236","562","222","70","66",
"1600000US2550425","Oak Bluffs CDP, Massachusetts","104","144","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","104","144","104","144","104","144","0","14","0","14","0","14","0","14","0","14",
"1600000US2550862","Ocean Bluff-Brant Rock CDP, Massachusetts","401","123","24","37","0","14","0","14","0","14","0","14","24","37","24","37","0","14","10","18","0","14","0","14","0","14","0","14","10","18","10","18","0","14","367","130","273","124","219","119","8","14","46","62","94","62","94","62","0","14",
"1600000US2550880","Ocean Grove CDP, Massachusetts","635","206","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","635","206","330","149","330","149","0","14","0","14","305","262","305","262","0","14",
"1600000US2551160","Onset CDP, Massachusetts","331","294","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","190","248","190","248","0","14","0","14","190","248","0","14","0","14","0","14","141","184","0","14","0","14","0","14","0","14","141","184","141","184","0","14",
"1600000US2551230","Orange CDP, Massachusetts","812","162","259","202","249","203","249","203","0","14","0","14","10","18","10","18","0","14","200","129","193","128","164","125","29","37","0","14","7","12","7","12","0","14","353","168","257","150","257","150","0","14","0","14","96","66","96","66","0","14",
"1600000US2551405","Orleans CDP, Massachusetts","115","82","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","115","82","37","40","37","40","0","14","0","14","78","70","78","70","0","14",
"1600000US2551790","Oxford CDP, Massachusetts","1124","243","272","232","191","204","62","96","129","183","0","19","81","124","81","124","0","19","111","140","98","138","98","138","0","19","0","19","13","21","13","21","0","19","741","248","598","267","515","254","0","19","83","96","143","176","143","176","0","19",
